book_name,author,primary_genre,book_type,number_of_pages,pages_category,first_published_year,book_age,rating,ratings_count,ratings_count_log,votes,votes_log,score
Franny and Zooey,J.D. Salinger,Classics,Paperback,201,Medium,1957,68,3.96,239143,12.384821159937346,485,6.186208623900494,37973
"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,Fantasy,Hardcover,597,Long,2013,12,4.57,479902,13.081339279129152,466,6.1463292576688975,37911
The Witches,Roald Dahl,Fantasy,Paperback,208,Medium,1983,42,4.18,426861,12.964216054963522,506,6.2285110035911835,37861
"Allegiant (Divergent, #3)",Veronica Roth,Young Adult,Hardcover,531,Long,2013,12,3.6,1137584,13.944418152290174,469,6.152732694704104,37735
A Short History of Nearly Everything,Bill Bryson,Nonfiction,Paperback,544,Long,2003,22,4.22,420579,12.949389990002695,454,6.12029741895095,37478
"The Gunslinger (The Dark Tower, #1)",Stephen  King,Fantasy,Paperback,231,Medium,1982,43,3.91,661170,13.401767784318022,461,6.135564891081739,37413
"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,Fantasy,Mass,800,Long,1990,35,4.19,589456,13.2869570531269,435,6.077642243349034,37151
The Complete Novels,Jane Austen,Classics,Paperback,1344,Very Long,1981,44,4.57,33987,10.433762800123432,501,6.218600119691729,37096
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,Fantasy,Paperback,626,Long,2016,9,4.64,3139175,14.959470903064018,402,5.998936561946683,37063
"If I Stay (If I Stay, #1)",Gayle Forman,Young Adult,Hardcover,208,Medium,2009,16,3.91,964420,13.77928320024909,445,6.100318952020064,36807
"The Power of One (The Power of One, #1)",Bryce Courtenay,Fiction,Paperback,544,Long,1989,36,4.36,94211,11.453302840986256,421,6.045005314036012,36712
"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,Fantasy,Hardcover,565,Long,2014,11,4.45,1528894,14.240055810218287,420,6.042632833682381,36405
11/22/63,Stephen  King,Fiction,Hardcover,849,Very Long,2011,14,4.35,644624,13.37642403135326,433,6.073044534100405,36342
The Grapes of Wrath,John Steinbeck,Classics,Hardcover,496,Long,1939,86,4.03,989564,13.805020731609575,475,6.16541785423142,36186
Tuck Everlasting,Natalie Babbitt,Fantasy,Paperback,148,Short,1975,50,3.91,294457,12.59289165730233,491,6.198478716492308,36058
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,Romance,Kindle,386,Medium,2016,9,4.08,4551575,15.330984104580011,384,5.953243334287785,35505
Where the Crawdads Sing,Delia Owens,Fiction,ebook,384,Medium,2018,7,4.37,3585302,15.092353547272795,404,6.003887067106539,35378
Circe,Madeline Miller,Fantasy,Hardcover,393,Medium,2018,7,4.22,1333891,14.103611542660067,403,6.0014148779611505,35345
’Salem’s Lot,Stephen  King,Horror,Paperback,483,Long,1975,50,4.1,655928,13.393807830361435,473,6.161207321695077,35337
"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,Nonfiction,Paperback,184,Short,1995,30,4.14,459499,13.03789422077788,451,6.113682179832232,35299
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,Romance,Paperback,579,Long,2012,13,3.83,910592,13.721851314614089,421,6.045005314036012,35212
Bel Canto,Ann Patchett,Fiction,Paperback,318,Medium,2001,24,3.94,320627,12.678036851588544,428,6.061456918928017,35119
The Collector,John Fowles,Fiction,Paperback,283,Medium,1963,62,3.97,92945,11.439773958334419,420,6.042632833682381,35005
A Portrait of the Artist as a Young Man,James Joyce,Classics,Paperback,329,Medium,1916,109,3.64,163594,12.005149140336558,460,6.133398042996649,34757
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Classics,Mass,139,Short,1886,139,3.83,661644,13.40248443730723,500,6.2166061010848646,34667
Cloud Atlas,David  Mitchell,Fiction,Paperback,509,Long,2004,21,4.01,266822,12.494340796204556,413,6.025865973825314,34222
The Hunchback of Notre-Dame,Victor Hugo,Classics,Paperback,510,Long,1831,194,4.02,217371,12.28936545052627,492,6.20050917404269,34126
As I Lay Dying,William Faulkner,Classics,Paperback,288,Medium,1930,95,3.72,186213,12.134651828968554,454,6.12029741895095,34118
The Tell-Tale Heart and Other Writings,Edgar Allan Poe,Classics,Mass,448,Long,1843,182,4.19,244526,12.407081011248033,498,6.212606095751519,34065
Cold Mountain,Charles Frazier,Historical Fiction,Paperback,449,Long,1997,28,3.89,249655,12.427839249287057,463,6.139884552226255,33956
Mansfield Park,Jane Austen,Classics,Paperback,488,Long,1814,211,3.86,378368,12.843625188913851,482,6.180016653652572,33881
Go Ask Alice,Beatrice Sparks,Young Adult,Paperback,213,Medium,1971,54,3.74,291410,12.582489920829675,453,6.118097198041348,33780
"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,Fantasy,Paperback,704,Long,2005,20,4.05,489575,13.10129498937091,432,6.07073772800249,33544
The Invisible Life of Addie LaRue,V.E. Schwab,Fantasy,Hardcover,448,Long,2020,5,4.17,1481087,14.208287510795955,369,5.91350300563827,33336
A Separate Peace,John Knowles,Classics,Paperback,208,Medium,1959,66,3.6,231744,12.353392908222327,452,6.115892125483034,33246
The BFG,Roald Dahl,Fantasy,Paperback,199,Short,1982,43,4.23,524615,13.170421845377948,446,6.102558594613569,33214
The Martian Chronicles,Ray Bradbury,Science Fiction,Mass,182,Short,1950,75,4.16,284688,12.55915263535777,442,6.093569770045136,33157
Less Than Zero,Bret Easton Ellis,Fiction,Paperback,208,Medium,1985,40,3.61,98639,11.499232137838225,371,5.918893854273146,33135
Steppenwolf,Hermann Hesse,Fiction,Paperback,256,Medium,1927,98,4.13,213938,12.273446206641475,423,6.049733455231958,33093
"Red Queen (Red Queen, #1)",Victoria Aveyard,Fantasy,Hardcover,388,Medium,2015,10,3.98,1161798,13.965480223806853,377,5.934894195619588,33087
"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,Fantasy,Hardcover,748,Long,2008,17,4.11,413390,12.932149155310672,428,6.061456918928017,33069
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,Romance,Mass,393,Medium,2005,20,4.15,354149,12.777475831181768,390,5.968707559985366,33001
Requiem for a Dream,Hubert Selby Jr.,Fiction,Paperback,279,Medium,1978,47,4.11,64945,11.081311434367002,372,5.921578419643816,32985
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,Fiction,Paperback,351,Medium,1985,40,4.15,217442,12.289692026199287,374,5.926926025970411,32838
"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,Fantasy,Hardcover,563,Long,2009,16,3.77,620330,13.338008485530612,406,6.008813185442595,32758
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,Fantasy,Hardcover,352,Medium,2011,14,3.92,1352800,14.117687815773804,410,6.018593214496234,32541
The Remains of the Day,Kazuo Ishiguro,Fiction,Paperback,258,Medium,1989,36,4.14,357128,12.785852340030376,439,6.0867747269123065,32432
"Obsidian (Lux, #1)",Jennifer L. Armentrout,Young Adult,Paperback,335,Medium,2011,14,4.13,295739,12.597235968927478,363,5.8971538676367405,32105
"Stargirl (Stargirl, #1)",Jerry Spinelli,Young Adult,Paperback,186,Short,2000,25,3.77,335913,12.724610453802988,388,5.963579343618446,32093
Coraline,Neil Gaiman,Fantasy,Paperback,208,Medium,2002,23,4.13,778592,13.565243723622316,412,6.023447592961033,31747
The Amazing Adventures of Kavalier & Clay,Michael Chabon,Fiction,Paperback,639,Long,2000,25,4.19,212187,12.265227953138856,391,5.971261839790462,31714
"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,Fantasy,Hardcover,725,Long,2014,11,4.38,414312,12.934377005801544,393,5.976350909297934,31402
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,Fantasy,Mass,465,Long,2000,25,4.11,382447,12.854347975294582,403,6.0014148779611505,31376
"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,Fiction,Paperback,271,Medium,1955,70,3.95,115992,11.661285123440093,357,5.8805329864007,31288
The Plague,Albert Camus,Classics,Paperback,308,Medium,1947,78,4.02,312374,12.651959668137254,420,6.042632833682381,31171
"Girl, Interrupted",Susanna Kaysen,Nonfiction,Paperback,169,Short,1993,32,3.94,276448,12.529781634468888,357,5.8805329864007,31100
Doctor Zhivago,Boris Pasternak,Classics,Paperback,592,Long,1957,68,4.01,102634,11.53893428415128,465,6.144185634125646,31043
زندگی مه آلود پریا,سید مرتضی مصطفوی,Fiction,ebook,204,Medium,2013,12,3.34,1032,6.940222469119639,311,5.7430031878094825,30907
Dear John,Nicholas Sparks,Romance,Hardcover,276,Medium,2006,19,4.04,617266,13.333056948342948,394,5.978885764901122,30827
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,Philosophy,Mass,540,Long,1974,51,3.78,244623,12.407477616800396,391,5.971261839790462,30754
"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,Fantasy,Hardcover,420,Long,2013,12,4.36,1723748,14.360012127958951,369,5.91350300563827,30716
The English Patient,Michael Ondaatje,Fiction,Hardcover,320,Medium,1992,33,3.86,138982,11.842106902475036,420,6.042632833682381,30642
Midnight’s Children,Salman Rushdie,Fiction,Paperback,647,Long,1981,44,3.97,132563,11.794820826660276,371,5.918893854273146,30386
The Nightingale,Kristin Hannah,Historical Fiction,Hardcover,564,Long,2015,10,4.65,2056301,14.536419781929864,343,5.840641657373398,30225
Like Water for Chocolate,Laura Esquivel,Fiction,Paperback,258,Medium,1989,36,3.95,393451,12.882714357188233,424,6.052089168924417,30116
The Last Song,Nicholas Sparks,Romance,Paperback,390,Medium,2009,16,4.16,571039,13.255214538723987,371,5.918893854273146,30114
All the Bright Places,Jennifer Niven,Young Adult,Hardcover,388,Medium,2015,10,4.11,625469,13.346258646108211,328,5.796057750765372,30108
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,Fantasy,Hardcover,648,Long,2015,10,4.62,1374729,14.133767906164582,348,5.855071922202427,30066
Last Exit to Brooklyn,Hubert Selby Jr.,Fiction,Paperback,290,Medium,1964,61,3.93,30145,10.313807523370475,337,5.823045895483019,29881
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,Historical Fiction,Paperback,947,Very Long,1992,33,4.34,383819,12.857928971672239,377,5.934894195619588,29870
"The One (The Selection, #3)",Kiera Cass,Romance,Hardcover,323,Medium,2014,11,4.14,772983,13.558013628778367,351,5.863631175598097,29782
"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,Fantasy,Hardcover,427,Long,2010,15,3.98,336935,12.727648280319897,368,5.910796644040527,29768
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,Fiction,Paperback,288,Medium,2004,21,3.9,218071,12.292580562471727,335,5.817111159963204,29551
Midnight in the Garden of Good and Evil,John Berendt,Nonfiction,Paperback,386,Medium,1994,31,3.92,294208,12.592045678115964,424,6.052089168924417,29534
A Streetcar Named Desire,Tennessee Williams,Plays,Paperback,107,Short,1947,78,3.98,333613,12.717739915013022,441,6.091309882077698,29393
My Ántonia,Willa Cather,Classics,Paperback,219,Medium,1918,107,3.84,147126,11.899051438352934,399,5.991464547107982,29202
Kill Your Friends,John Niven,Fiction,Paperback,323,Medium,2008,17,3.81,11912,9.38538551979936,322,5.777652323222656,28998
Breakfast at Tiffany’s and Three Stories,Truman Capote,Classics,Paperback,142,Short,1958,67,3.85,250942,12.432981100691245,406,6.008813185442595,28993
We Were Liars,E. Lockhart,Young Adult,Paperback,320,Medium,2014,11,3.65,1381796,14.138895383953276,322,5.777652323222656,28982
Hidden Pictures,Jason Rekulak,Horror,Hardcover,372,Medium,2022,3,4.15,576268,13.264329844549872,309,5.736572297479192,28969
American Tabloid (Underworld USA #1),James Ellroy,Fiction,Paperback,592,Long,1995,30,4.2,21182,9.960954252184457,320,5.771441123130016,28863
Breakfast of Champions,Kurt Vonnegut Jr.,Fiction,Paperback,303,Medium,1973,52,4.06,278991,12.538938386557275,366,5.905361848054571,28740
"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,Fantasy,Kindle,370,Medium,1997,28,4.15,458664,13.036075375079784,384,5.953243334287785,28725
"Red, White & Royal Blue",Casey McQuiston,Romance,Paperback,448,Long,2019,6,4.05,1215105,14.010341873749708,320,5.771441123130016,28713
Penance,Eliza  Clark,Fiction,ebook,336,Medium,2023,2,3.86,44708,10.707930102616903,321,5.7745515455444085,28696
The Origin of Species,Charles Darwin,Science,Hardcover,703,Long,1859,166,4.01,121675,11.709117053283046,393,5.976350909297934,28570
A Simple Plan,Scott        Smith,Fiction,Paperback,417,Long,1993,32,3.92,34363,10.444764783757947,321,5.7745515455444085,28565
"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,Mystery,Hardcover,386,Medium,2020,5,4.12,1061399,13.875099349375931,314,5.752572638825633,28557
A Fine Balance,Rohinton Mistry,Fiction,Paperback,603,Long,1995,30,4.38,159402,11.97919086573831,338,5.82600010738045,28349
"The Hate U Give (The Hate U Give, #1)",Angie Thomas,Young Adult,Hardcover,454,Long,2017,8,4.45,1005561,13.821057147159133,326,5.7899601708972535,28294
Persuasion,Jane Austen,Classics,Paperback,249,Medium,1817,208,4.15,771926,13.556645264950381,358,5.883322388488279,28217
"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,Fiction,Paperback,389,Medium,1979,46,3.85,237029,12.375941994384888,374,5.926926025970411,28136
The Quiet Tenant,Clémence Michallon,Thriller,Hardcover,303,Medium,2023,2,3.81,142757,11.868906167979484,312,5.746203190540153,28136
Layer Cake,J.J. Connolly,Fiction,Paperback,344,Medium,2000,25,4.06,3108,8.042056410058754,311,5.7430031878094825,28105
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,Fantasy,Mass,1060,Very Long,2005,20,4.17,788825,13.578301043187793,367,5.908082938168931,28088
"Hopeless (Hopeless, #1)",Colleen Hoover,Romance,Kindle,410,Long,2012,13,4.22,677586,13.426293236775846,316,5.75890177387728,28037
City of God,Paulo Lins,Fiction,Paperback,448,Long,1997,28,3.99,3361,8.120291313968561,313,5.749392985908253,28032
Winter's Bone,Daniel Woodrell,Fiction,Hardcover,225,Medium,2006,19,3.87,39797,10.591571938753612,310,5.739792912179234,27863
The Killer Inside Me,Jim Thompson,Fiction,Paperback,244,Medium,1952,73,3.86,25950,10.163965423497029,312,5.746203190540153,27833
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,Nonfiction,Hardcover,475,Long,2010,15,4.39,993921,13.809414011734765,336,5.820082930352362,27814
Infinite Jest,David Foster Wallace,Fiction,Paperback,1088,Very Long,1996,29,4.25,100995,11.522836191078742,304,5.720311776607412,27716
Savages (Savages #2),Don Winslow,Fiction,Hardcover,302,Medium,2010,15,3.87,21557,9.978502256341574,307,5.730099782973575,27699
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,Fantasy,Hardcover,418,Long,2011,14,3.99,384288,12.85915015267203,328,5.796057750765372,27688
Clockers,Richard Price,Fiction,Paperback,608,Long,1992,33,4.09,10593,9.268043082104471,306,5.726847747587197,27486
"The Host (The Host, #1)",Stephenie Meyer,Fantasy,Hardcover,619,Long,2008,17,3.86,1046949,13.861391733220463,338,5.82600010738045,27350
Carrie,Stephen  King,Horror,Mass,272,Medium,1974,51,3.99,839699,13.640799964171654,385,5.955837369464831,27302
"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,Classics,Mass,160,Short,1945,80,4.15,208861,12.249429025780088,400,5.993961427306569,27283
Death of a Salesman,Arthur Miller,Classics,Hardcover,144,Short,1949,76,3.59,257920,12.4604086154641,419,6.040254711277414,27157
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,Nonfiction,Paperback,289,Medium,1969,56,4.3,578578,13.268330376361535,377,5.934894195619588,27007
"Evermore (The Immortals, #1)",Alyson Noel,Young Adult,Paperback,301,Medium,2009,16,3.6,298352,12.606032628203847,327,5.793013608384144,26983
The Beach,Alex Garland,Fiction,Paperback,436,Long,1996,29,3.99,97581,11.488448329163067,305,5.723585101952381,26928
The Scarlet Pimpernel,Emmuska Orczy,Classics,Paperback,182,Short,1905,120,4.07,141377,11.859192433352428,347,5.8522024797744745,26769
"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,Fiction,Paperback,496,Long,1990,35,4.18,37081,10.520886955657799,300,5.707110264748875,26756
Audition,Ryū Murakami,Horror,Hardcover,208,Medium,1997,28,3.52,18780,9.840600999480937,295,5.69035945432406,26751
Trainspotting,Irvine Welsh,Fiction,Mass,344,Medium,1993,32,4.11,178261,12.091009657188694,297,5.697093486505405,26703
"Hidden Bodies (You, #2)",Caroline Kepnes,Thriller,Paperback,448,Long,2016,9,3.75,90845,11.416921044236426,296,5.6937321388027,26656
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,Nonfiction,Hardcover,464,Long,2003,22,4.0,754747,13.534139197681506,348,5.855071922202427,26538
Crash,J.G. Ballard,Fiction,Paperback,224,Medium,1973,52,3.6,29977,10.308219058290542,297,5.697093486505405,26448
"[No Country for Old Men] (By: Cormac McCarthy) [published: December, 2007]",Cormac McCarthy,Fiction,Paperback,424,Long,2005,20,4.17,244718,12.407865892513723,294,5.68697535633982,26432
Snow Flower and the Secret Fan,Lisa See,Historical Fiction,Kindle,288,Medium,2005,20,4.09,386894,12.86590861736912,336,5.820082930352362,26374
"The Black Dahlia Ellroy, James ( Author ) Aug-01-2006 Paperback",James Ellroy,Mystery,Paperback,424,Long,1987,38,3.78,95806,11.47009103018308,291,5.676753802268282,26332
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,Fantasy,Paperback,705,Long,2017,8,4.46,2650376,14.790212451994764,304,5.720311776607412,26299
Jonathan Strange & Mr Norrell,Susanna Clarke,Fantasy,Paperback,1006,Very Long,2004,21,3.87,254309,12.446309274270561,325,5.786897381366708,26296
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,Fantasy,Paperback,396,Medium,2001,24,3.86,561429,13.238242379316155,341,5.834810737062605,26189
"Faust, First Part",Johann Wolfgang von Goethe,Classics,Paperback,327,Medium,1808,217,3.83,85740,11.35908640325167,351,5.863631175598097,26155
Sharp Objects,Gillian Flynn,Thriller,Paperback,254,Medium,2006,19,4.01,1212739,14.008392820350936,298,5.700443573390686,26137
Northanger Abbey,Jane Austen,Classics,Paperback,260,Medium,1817,208,3.85,451111,13.019470924683105,380,5.942799375126701,26101
Night,Elie Wiesel,Nonfiction,Paperback,120,Short,1956,69,4.38,1356094,14.120119804025512,323,5.780743515792329,25880
High-Rise,J.G. Ballard,Fiction,Paperback,208,Medium,1975,50,3.61,38601,10.561059367582153,286,5.659482215759621,25736
"Matched (Matched, #1)",Ally Condie,Young Adult,Hardcover,369,Medium,2010,15,3.62,813848,13.609530124091236,320,5.771441123130016,25727
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,Fantasy,Hardcover,409,Long,2012,13,4.05,401150,12.9020931940118,295,5.69035945432406,25721
"The Angel Experiment (Maximum Ride, #1)",James  Patterson,Young Adult,Mass,445,Long,2005,20,4.07,233051,12.359016883613451,315,5.755742213586912,25647
Galveston,Nic Pizzolatto,Fiction,Hardcover,272,Medium,2010,15,3.74,16670,9.72142596194803,282,5.645446897643238,25584
The Haunting of Hill House,Shirley Jackson,Horror,Paperback,182,Short,1959,66,3.81,390698,12.875692721531312,317,5.762051382780177,25568
Local Woman Missing,Mary Kubica,Thriller,Paperback,356,Medium,2021,4,4.12,740975,13.515723515089732,271,5.605802066295998,25503
The Goldfinch,Donna Tartt,Fiction,Hardcover,771,Long,2013,12,3.96,1034444,13.849375608973814,296,5.6937321388027,25472
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,Romance,Hardcover,372,Medium,2010,15,3.96,464365,13.048428313378059,297,5.697093486505405,25464
Waiting for Godot,Samuel Beckett,Plays,Paperback,109,Short,1951,74,3.84,221396,12.307712749029369,339,5.8289456176102075,25434
High Fidelity,Nick Hornby,Fiction,Paperback,323,Medium,1995,30,3.9,214686,12.276936432429572,317,5.762051382780177,25370
Angels Fall,Nora Roberts,Romance,Hardcover,391,Medium,2006,19,4.05,53487,10.88721260865988,282,5.645446897643238,25360
To the Lighthouse,Virginia Woolf,Classics,Paperback,209,Medium,1927,98,3.81,213509,12.271438948961427,339,5.8289456176102075,25297
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,Fantasy,Hardcover,248,Medium,1952,73,4.09,505540,13.133384421967648,365,5.902633333401366,25285
The Shipping News,Annie Proulx,Fiction,Paperback,337,Medium,1993,32,3.88,152305,11.933646934036341,344,5.84354441703136,25094
Emma,Jane Austen,Classics,Paperback,474,Long,1815,210,4.05,976423,13.791652197288984,331,5.805134968916488,25090
"My Sister, the Serial Killer",Oyinkan Braithwaite,Fiction,Hardcover,226,Medium,2018,7,3.64,349521,12.764321785742158,280,5.638354669333745,25079
"The Tales of Beedle the Bard (Hogwarts Library, #3)",J.K. Rowling,Fantasy,Hardcover,105,Short,2008,17,4.03,511221,13.14455921711318,361,5.891644211825771,25063
"Sheever's Journal, Diary of a Poison Master",K.  Ritz,Fiction,Paperback,410,Long,2019,6,4.29,28063,10.242242895171909,265,5.583496308781699,25055
Notes on an Execution,Danya Kukafka,Fiction,Hardcover,306,Medium,2022,3,4.04,142901,11.869914359621278,276,5.6240175061873385,24912
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,Fantasy,Mass,385,Medium,1955,70,4.58,1033333,13.848301025948347,341,5.834810737062605,24887
Nineteen Minutes,Jodi Picoult,Fiction,Hardcover,440,Long,2007,18,4.18,419271,12.946275152965834,310,5.739792912179234,24787
Pet Sematary,Stephen  King,Horror,Kindle,580,Long,1983,42,4.08,694118,13.45039869453032,336,5.820082930352362,24766
"The Chosen (Reuven Malter, #1)",Chaim Potok,Fiction,Mass,291,Medium,1967,58,4.07,97102,11.483527549785668,336,5.820082930352362,24750
"In Cold Blood by Truman Capote [Random,2002]",Truman Capote,Nonfiction,Hardcover,424,Long,1966,59,4.09,725474,13.494581891718857,274,5.616771097666572,24714
"Neuromancer (Sprawl, #1)",William Gibson,Science Fiction,Kindle,268,Medium,1984,41,3.89,362378,12.8004459044521,306,5.726847747587197,24665
Shantaram,Gregory David Roberts,Fiction,Paperback,936,Very Long,2003,22,4.28,238324,12.381390567361779,280,5.638354669333745,24647
The Tesseract,Alex Garland,Fiction,Hardcover,273,Medium,1999,26,3.35,8094,8.999001866111735,273,5.6131281063880705,24622
A Christmas Carol,Charles Dickens,Classics,Paperback,184,Short,1843,182,4.09,927800,13.740572549117696,355,5.87493073085203,24610
"I, Robot (Robot, #0.1)",Isaac Asimov,Science Fiction,Hardcover,224,Medium,1950,75,4.21,377535,12.841421207362748,341,5.834810737062605,24585
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,Fantasy,Kindle,1125,Very Long,2011,14,4.34,735698,13.508576346669738,323,5.780743515792329,24463
Houdini Heart,Ki Longfellow,Horror,Paperback,254,Medium,2011,14,3.84,5452,8.60392119492606,253,5.537334267018537,24357
The Reader,Bernhard Schlink,Fiction,Hardcover,216,Medium,1995,30,3.79,230539,12.348179662155003,342,5.83773044716594,24321
Redeeming Love,Francine  Rivers,Romance,Paperback,479,Long,1991,34,4.51,369100,12.818825598307294,276,5.6240175061873385,24304
"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,Fiction,Hardcover,509,Long,2009,16,3.76,652293,13.388250659520207,311,5.7430031878094825,24076
"The Wicked King (The Folk of the Air, #2)",Holly Black,Fantasy,ebook,336,Medium,2019,6,4.27,1058627,13.872484288084568,273,5.6131281063880705,23874
The Winter of Frankie Machine,Don Winslow,Crime,Hardcover,320,Medium,2006,19,4.19,13385,9.501964663660587,265,5.583496308781699,23865
Tokyo: The Devil of Nanking,Mo Hayder,Horror,Paperback,496,Long,2004,21,3.94,13209,9.488729397516371,264,5.579729825986222,23806
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,Fantasy,ebook,321,Medium,2019,6,4.33,953968,13.768386455143547,270,5.602118820879701,23565
Libra,Don DeLillo,Fiction,Paperback,480,Long,1988,37,4.05,21103,9.957217874957095,261,5.568344503761097,23513
The Age of Innocence,Edith Wharton,Classics,Paperback,293,Medium,1920,105,3.97,194762,12.179538713751633,325,5.786897381366708,23310
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,Fiction,Paperback,162,Short,1999,26,4.02,567923,13.249742885933992,307,5.730099782973575,23261
"Angels & Demons (Robert Langdon, #1)",Dan    Brown,Fiction,Paperback,736,Long,2000,25,3.95,3383737,15.034491573543074,301,5.71042701737487,23224
Dubliners,James Joyce,Classics,Paperback,352,Medium,1914,111,3.83,175025,12.072689813298581,325,5.786897381366708,23191
The Silent Patient,Alex Michaelides,Thriller,Hardcover,336,Medium,2019,6,4.17,3190140,14.975575674411168,265,5.583496308781699,23070
The Waste Land,T.S. Eliot,Poetry,Paperback,288,Medium,1922,103,4.11,58964,10.98469932652407,322,5.777652323222656,22909
"Voyager (Outlander, #3)",Diana Gabaldon,Historical Fiction,Paperback,870,Very Long,1993,32,4.39,329746,12.70608097273681,288,5.666426688112432,22404
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,Fantasy,Hardcover,541,Long,2009,16,4.27,1012338,13.827774052973348,296,5.6937321388027,22362
Sense and Sensibility,Jane Austen,Classics,Paperback,409,Long,1811,214,4.09,1289674,14.069900806611653,312,5.746203190540153,22320
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,Fantasy,Mass,447,Long,1954,71,4.5,1116708,13.925896524862317,312,5.746203190540153,22203
The Jungle,Upton Sinclair,Classics,Paperback,335,Medium,1906,119,3.78,154217,11.946122464816282,307,5.730099782973575,22017
"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,Romance,Mass,434,Long,2006,19,4.43,188909,12.149025990150898,266,5.58724865840025,21848
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,Fiction,Paperback,383,Medium,1996,29,3.86,567997,13.249873176570329,322,5.777652323222656,21846
"Betrayed (House of Night, #2)",P.C. Cast,Young Adult,Paperback,310,Medium,2007,18,3.92,279500,12.540761149388421,285,5.655991810819852,21786
Me Talk Pretty One Day,David Sedaris,Nonfiction,Paperback,272,Medium,2000,25,4.01,719213,13.485914228023502,295,5.69035945432406,21776
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,Fantasy,Paperback,288,Medium,1956,69,4.01,304102,12.625121738792725,319,5.768320995793772,21700
Snow Falling on Cedars,David Guterson,Fiction,Paperback,460,Long,1994,31,3.86,193956,12.175391763993051,319,5.768320995793772,21683
"Untamed (House of Night, #4)",P.C. Cast,Young Adult,Paperback,338,Medium,2008,17,3.94,244620,12.407465353006181,280,5.638354669333745,21497
"I, Claudius (Claudius, #1)",Robert Graves,Historical Fiction,Paperback,469,Long,1934,91,4.24,72904,11.196912502750386,292,5.680172609017068,21466
"The Exorcist (The Exorcist, #1)",William Peter Blatty,Horror,Mass,385,Medium,1971,54,4.21,270066,12.506425355345002,313,5.749392985908253,21438
"The Elite (The Selection, #2)",Kiera Cass,Romance,Hardcover,336,Medium,2013,12,3.94,866949,13.672736583972819,268,5.594711379601839,21437
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,Fantasy,Hardcover,1088,Very Long,2014,11,4.76,481116,13.0838657627523,230,5.442417710521793,21411
Everything is Illuminated,Jonathan Safran Foer,Fiction,Paperback,276,Medium,2002,23,3.89,183678,12.120944947847647,264,5.579729825986222,21367
